F0019;[0.23428031745177863, 0.9371212698071145, 1.4056819047106717, 0.9371212698071145, 0.23428031745177863];[1.0, 1.3037162399883468, 1.028027663654687, 0.36116905758393913, 0.05557211800148439];[0.6663008224801628]
F0020;[0.08686703812510027, 0.3474681525004011, 0.5212022287506016, 0.3474681525004011, 0.08686703812510027];[1.0, -0.0966503122024473, 0.4889815396557086, -0.020303973695374466, 0.017845356243716942];[0.4876252089619907]
F0021;[0.009768435084612722, 0.048842175423063613, 0.09768435084612723, 0.09768435084612723, 0.048842175423063613, 0.009768435084612722];[1.0, -1.7122487275587241, 1.6669762647995678, -0.8599029545519983, 0.2473844756710694, -0.029619135652307657];[0.3265390838573906]
F0022;[0.14162455296732684, 0.7081227648366342, 1.4162455296732683, 1.4162455296732683, 0.7081227648366342, 0.14162455296732684];[1.0, 1.3956979417684163, 1.3182904008959342, 0.6232631872284824, 0.17487824810843022, 0.019855916953197144];[0.6415186714824076]
F0023;[0.05921408076489119, 0.29607040382445593, 0.5921408076489119, 0.5921408076489119, 0.29607040382445593, 0.05921408076489119];[1.0, 0.14610578586912892, 0.6409021573870336, 0.04967081472599877, 0.056864787083033816, 0.0013070394113234027];[0.5148418303553216]
F0024;[0.17250492418787078, 0.8625246209393539, 1.7250492418787078, 1.7250492418787078, 0.8625246209393539, 0.17250492418787078];[1.0, 1.7134476251756336, 1.6684358507302521, 0.8609060871036702, 0.24770520053295267, 0.029662810469355597];[0.6735817360322679]
F0025;[4.4598264145189385e-06, 2.2299132072594693e-05, 4.459826414518939e-05, 4.459826414518939e-05, 2.2299132072594693e-05, 4.4598264145189385e-06];[1.0, -4.418037765296542, 7.8379100945551015, -6.977063361095361, 3.1154644367786397, -0.5581306904965737];[0.05726595823609859]
F0026;[0.28481408653952694, 1.7088845192371616, 4.272211298092905, 5.696281730790539, 4.272211298092905, 1.7088845192371616, 0.28481408653952694];[1.0, 3.5496887219260627, 5.57624728496559, 4.867278963596284, 2.4682880768515085, 0.685479295806852, 0.08111919538342957];[0.7975290016320646]
F0027;[5.6469006461020687e-08, 3.3881403876612413e-07, 8.470350969153103e-07, 1.1293801292204138e-06, 8.470350969153103e-07, 3.3881403876612413e-07, 5.6469006461020687e-08];[1.0, -5.501816809007849, 12.63166379212386, -15.489630781398416, 10.69897917290421, -3.946518152726366, 0.6073263921209772];[0.04104820739856563]
F0028;[0.45703924064672985, 2.742235443880379, 6.8555886097009475, 9.140784812934598, 6.8555886097009475, 2.742235443880379, 0.45703924064672985];[1.0, 4.449401256123306, 8.404130385734566, 8.59760490703077, 5.0132841833551085, 1.577205800592171, 0.20888486855479377];[0.8720927173157417]
F0029;[6.27809221859974e-11, 3.7668553311598436e-10, 9.417138327899608e-10, 1.2556184437199478e-09, 9.417138327899608e-10, 3.7668553311598436e-10, 6.27809221859974e-11];[1.0, -5.843953163129905, 14.231894546053072, -18.487451529492827, 13.510538299655288, -5.266533983018782, 0.8555058339511328];[0.012856037044477353]
F0030;[0.01697357687985727, 0.10184146127914362, 0.25460365319785905, 0.33947153759714543, 0.25460365319785905, 0.10184146127914362, 0.01697357687985727];[1.0, -0.6599725506621343, 0.9403493387005689, -0.3310349002070205, 0.15752262797598293, -0.02321226648908376, 0.002656670992551876];[0.44440224359435154]
F0031;[0.16325382313273684, 1.142776761929158, 3.4283302857874736, 5.71388380964579, 5.71388380964579, 3.4283302857874736, 1.142776761929158, 0.16325382313273684];[1.0, 3.5056434597484123, 5.778610378760924, 5.604452125533399, 3.410653315209696, 1.2907829372362396, 0.2796954384921272, 0.026651706009515372];[0.7517233553917138]
F0032;[0.000591304801232826, 0.0041391336086297826, 0.012417400825889347, 0.020695668043148912, 0.020695668043148912, 0.012417400825889347, 0.0041391336086297826, 0.000591304801232826];[1.0, -3.1246577208786164, 4.770069779525323, -4.340797206494045, 2.5055305667900387, -0.9056491323822282, 0.18852490570992791, -0.017334177712598403];[0.2755104866878132]
F0033;[0.03851595700952286, 0.26961169906666, 0.80883509719998, 1.3480584953333001, 1.3480584953333001, 0.80883509719998, 0.26961169906666, 0.03851595700952286];[1.0, 1.148616610439047, 1.4357652676657888, 0.816219446225247, 0.40140248489938346, 0.10696025670509329, 0.019632425662686505, 0.0014460056216804742];[0.5826902199814488]
F0034;[0.009925553375739549, 0.06947887363017684, 0.20843662089053053, 0.3473943681508842, 0.3473943681508842, 0.20843662089053053, 0.06947887363017684, 0.009925553375739549];[1.0, -0.6175065081571397, 1.068905702123714, -0.3935078064920765, 0.2498520831081152, -0.04748983433930664, 0.010819556820208194, -0.0006023609688516868];[0.45553401677202976]
F0035;[7.992245281611668e-11, 5.594571697128168e-10, 1.6783715091384504e-09, 2.797285848564084e-09, 2.797285848564084e-09, 1.6783715091384504e-09, 5.594571697128168e-10, 7.992245281611668e-11];[1.0, -6.667893644695615, 19.062185665276505, -30.28674103839573, 28.883399337745576, -16.53318294932754, 5.259566238394033, -0.7173335987671564];[0.023524052584760757]
F0036;[6.538304581512083e-05, 0.0005230643665209666, 0.0018307252828233833, 0.0036614505656467665, 0.004576813207058458, 0.0036614505656467665, 0.0018307252828233833, 0.0005230643665209666, 6.538304581512083e-05];[1.0, -4.27270246623085, 8.521505534472528, -10.164616123408889, 7.858342552145759, -4.007068584091188, 1.3103107908720484, -0.2503842013456531, 0.021350557314916647];[0.2319476294247026]
F0037;[0.2747523431973489, 2.1980187455787914, 7.69306560952577, 15.38613121905154, 19.232664023814426, 15.38613121905154, 7.69306560952577, 2.1980187455787914, 0.2747523431973489];[1.0, 5.453593331846244, 13.30878456795241, 18.912276657070535, 17.072439347767727, 10.005686410869092, 3.712194581397346, 0.7961361115029819, 0.07548885011495306];[0.8417056083710321]
F0038;[0.013202857657025906, 0.10562286125620725, 0.3696800143967254, 0.7393600287934508, 0.9242000359918134, 0.7393600287934508, 0.3696800143967254, 0.10562286125620725, 0.013202857657025906];[1.0, 0.460478608476922, 1.146530218762187, 0.3509690652994912, 0.33394522889860884, 0.061152141534422604, 0.02460048761304906, 0.0020409207427744295, 0.00021488887117644158];[0.5289610426415026]
F0039;[0.24117942516102203, 1.9294354012881763, 6.753023904508617, 13.506047809017234, 16.88255976127154, 13.506047809017234, 6.753023904508617, 1.9294354012881763, 0.24117942516102203];[1.0, 5.205136796369002, 12.198670443041852, 16.72203436229966, 14.613117031077524, 8.314720205785564, 3.002176120573573, 0.6279103668706802, 0.0581675152037953];[0.8262260139183843]
F0040;[0.013585273344781561, 0.10868218675825249, 0.3803876536538837, 0.7607753073077674, 0.9509691341347093, 0.7607753073077674, 0.3803876536538837, 0.10868218675825249, 0.013585273344781561];[1.0, 0.498740529839933, 1.1613481153917191, 0.38171495587561094, 0.3414979528288638, 0.06673255935956789, 0.02534001843906951, 0.0022332416459825747, 0.0002226028833323857];[0.5313672810942731]
F0041;[1.1315215763389227e-06, 1.0183694187050303e-05, 4.0734776748201213e-05, 9.50478124124695e-05, 0.00014257171861870426, 0.00014257171861870426, 9.50478124124695e-05, 4.0734776748201213e-05, 1.0183694187050303e-05, 1.1315215763389227e-06];[1.0, -6.103227711370397, 16.89626314996114, -27.764932124679756, 29.78043630209708, -21.58528707951929, 10.55822713889698, -3.3570190337835464, 0.6289892798649532, -0.05287058242007545];[0.16024989035331005]
F0042;[0.14929018666960123, 1.343611680026411, 5.374446720105644, 12.540375680246504, 18.810563520369755, 18.810563520369755, 12.540375680246504, 5.374446720105644, 1.343611680026411, 0.14929018666960123];[1.0, 5.288031084109209, 12.932869103773497, 19.03742365442501, 18.491287062871827, 12.244990736894323, 5.512811509954644, 1.6235560937686435, 0.28331876926379224, 0.022287559774891077];[0.7945528009330749]
F0043;[3.336654213786832e-05, 0.00030029887924081487, 0.0012011955169632595, 0.002802789539580939, 0.004204184309371408, 0.004204184309371408, 0.002802789539580939, 0.0012011955169632595, 0.00030029887924081487, 3.336654213786832e-05];[1.0, -4.5063609315638065, 9.690267434044545, -12.775301504408365, 11.265169364014534, -6.843415398976405, 2.8503920778085647, -0.7821041396802402, 0.12791653060576866, -0.009479762270005073];[0.24884428274040626]
F0044;[9.829138648170759e-20, 8.846224783353682e-19, 3.538489913341473e-18, 8.256476464463438e-18, 1.2384714696695156e-17, 1.2384714696695156e-17, 8.256476464463438e-18, 3.538489913341473e-18, 8.846224783353682e-19, 9.829138648170759e-20];[1.0, -8.910552933161265, 35.28842010701434, -81.52334217911923, 121.07419751382416, -119.87685326897143, 79.12854203198835, -33.57768905237189, 8.311713306448732, -0.9144355256517824];[0.004944095223926581]
F0045;[0.0013144730902337543, 0.011830257812103789, 0.047321031248415156, 0.11041573957963537, 0.16562360936945306, 0.16562360936945306, 0.11041573957963537, 0.047321031248415156, 0.011830257812103789, 0.0013144730902337543];[1.0, -1.5769269603592917, 2.231725028217722, -1.7568964622532721, 1.130420354509107, -0.48356406332701807, 0.15718372423655402, -0.0330931411708527, 0.004427548007772753, -0.0002658056610390684];[0.41197513263436714]
F0046;[0.5820677072640954, -0.5820677072640954];[1.0, -0.16413541452819078];[0.3964316198341983]
F0047;[0.25228119891264467, -0.25228119891264467];[1.0, 0.49543760217471056];[0.7928393872973947]
F0048;[0.6399531011697587, -0.6399531011697587];[1.0, -0.2799062023395173];[0.32625263519507375]
F0049;[0.7252567961555023, -0.7252567961555023];[1.0, -0.45051359231100463];[0.23053097934636246]
F0050;[0.8354188774465364, -0.8354188774465364];[1.0, -0.6708377548930727];[0.1238311017686825]
F0051;[0.290046862886565, -0.58009372577313, 0.290046862886565];[1.0, 0.011408431697046107, 0.17159588324330605];[0.5030995960615806]
F0052;[0.29754045638802706, -0.5950809127760541, 0.29754045638802706];[1.0, -0.018528262822354546, 0.1716335627297538];[0.4949660241335887]
F0053;[0.046160316396344506, -0.09232063279268901, 0.046160316396344506];[1.0, 1.3070468406725642, 0.4916881062579421];[0.8399426876213258]
F0054;[0.9708276487633719, -1.9416552975267438, 0.9708276487633719];[1.0, -1.9408040903116401, 0.942506504741848];[0.013327486561389934]
F0055;[0.5725614958035897, -1.1451229916071795, 0.5725614958035897];[1.0, -0.9532118446565371, 0.3370341385578219];[0.24736768401162657]
F0056;[0.1682913206210861, -0.5048739618632583, 0.5048739618632583, -0.1682913206210861];[1.0, -0.011879884974865133, 0.3333706574699251, -0.0010800225238984757];[0.49793737387697623]
F0057;[0.18151885332827639, -0.5445565599848292, 0.5445565599848292, -0.18151885332827639];[1.0, -0.10616190099342124, 0.33631430021189473, -0.009674625420895236];[0.4815691952954462]
F0058;[0.1151164561413055, -0.3453493684239165, 0.3453493684239165, -0.1151164561413055];[1.0, 0.41942995107080605, 0.37995056327130394, 0.03958896307005388];[0.5727369602260823]
F0059;[0.35975480119078246, -1.0792644035723473, 1.0792644035723473, -0.35975480119078246];[1.0, -1.0960843293867217, 0.6554584344180696, -0.12649564572146785];[0.3111609997380157]
F0060;[0.02127865346375, -0.06383596039125, 0.06383596039125, -0.02127865346375];[1.0, 1.6802457679737133, 1.105024448294595, 0.25454945261088163];[0.7868110956981732]
F0061;[0.004704592528139033, -0.018818370112556132, 0.028227555168834198, -0.018818370112556132, 0.004704592528139033];[1.0, 2.381356905349766, 2.332866003899526, 1.0660294019423655, 0.18979378384283047];[0.8014705829608807]
F0062;[0.00038624427016039346, -0.0015449770806415738, 0.002317465620962361, -0.0015449770806415738, 0.00038624427016039346];[1.0, 3.1973723813267965, 3.898798931370876, 2.141056539159536, 0.4458098974380227];[0.9020496752830811]
F0063;[0.2025016747554607, -0.8100066990218427, 1.2150100485327642, -0.8100066990218427, 0.2025016747554607];[1.0, -1.072583945782298, 0.8518335222557083, -0.27342933627748545, 0.04217999177187874];[0.36302067380177705]
F0064;[0.14575233715052552, -0.5830093486021021, 0.8745140229031532, -0.5830093486021021, 0.14575233715052552];[1.0, -0.5836079014085951, 0.5938742791317688, -0.13011504118256345, 0.02444017268548084];[0.42533332903280185]
F0065;[0.8122214234090266, -3.2488856936361064, 4.8733285404541595, -3.2488856936361064, 0.8122214234090266];[1.0, -3.584759507617835, 4.838329410459895, -2.912750214752291, 0.659703641714406];[0.05060684274775107]
F0066;[0.0006801039433860232, -0.0034005197169301163, 0.0068010394338602325, -0.0068010394338602325, 0.0034005197169301163, -0.0006801039433860232];[1.0, 3.2514194210285887, 4.440006739056993, 3.1347748055872735, 1.1363300422580869, 0.16837922851086465];[0.8274385746244237]
F0067;[0.00010257218519111223, -0.0005128609259555612, 0.0010257218519111224, -0.0010257218519111224, 0.0005128609259555612, -0.00010257218519111223];[1.0, 3.8568681000244442, 6.053989303644026, 4.818660292507304, 1.9407419740572014, 0.3159205752433641];[0.8873929548670647]
F0068;[1.0146203282103636e-05, -5.073101641051818e-05, 0.00010146203282103636, -0.00010146203282103636, 5.073101641051818e-05, -1.0146203282103636e-05];[1.0, 4.307246959449943, 7.46291037030712, 6.4978914047941, 2.8417378309493446, 0.4991851585073952];[0.931821122047729]
F0069;[0.029617335874068652, -0.14808667937034325, 0.2961733587406865, -0.2961733587406865, 0.14808667937034325, -0.029617335874068652];[1.0, 0.6735143612182424, 0.7922630716745815, 0.24489772939915, 0.08067253319358023, 0.0067687662805727905];[0.5683885483765897]
F0070;[0.1589708385795041, -0.7948541928975205, 1.589708385795041, -1.589708385795041, 0.7948541928975205, -0.1589708385795041];[1.0, -1.5802699400071893, 1.5127329433049048, -0.7546193943414932, 0.21430436717977921, -0.025140189710763747];[0.3398468100203236]
F0071;[0.7368382644831074, -4.421029586898644, 11.05257396724661, -14.736765289662149, 11.05257396724661, -4.421029586898644, 0.7368382644831074];[1.0, -5.390154404273092, 12.133953584508731, -14.599976663418763, 9.901946026398479, -3.588687620313294, 0.5429306280065103];[0.05025209051946955]
F0072;[0.42228799935449013, -2.5337279961269408, 6.334319990317352, -8.445759987089803, 6.334319990317352, -2.5337279961269408, 0.42228799935449013];[1.0, -4.296295169340921, 7.873192230519217, -7.841412440503088, 4.463425247783342, -1.3737797132237615, 0.17832715731703316];[0.14057196791928173]
F0073;[0.006485342215561449, -0.03891205329336869, 0.09728013323342173, -0.12970684431122897, 0.09728013323342173, -0.03891205329336869, 0.006485342215561449];[1.0, 1.6290442921131558, 1.7722642700014504, 1.0639575678689495, 0.4170273064091209, 0.0900035733836914, 0.0087757587511582];[0.6370919370915116]
F0074;[0.4352925306385514, -2.6117551838313084, 6.529387959578271, -8.705850612771028, 6.529387959578271, -2.6117551838313084, 0.4352925306385514];[1.0, -4.354905934786251, 8.073988025799663, -8.124432077523002, 4.667327098543254, -1.448589234977991, 0.18947958923712702];[0.13572272357832305]
F0075;[0.02457856346278575, -0.14747138077671448, 0.3686784519417862, -0.491571269255715, 0.3686784519417862, -0.14747138077671448, 0.02457856346278575];[1.0, 0.22907818694579807, 0.7972803389498588, 0.10897844532399156, 0.11928909649036602, 0.007340040538106883, 0.001855298985959443];[0.5193017088179657]
F0076;[0.00040199679728103666, -0.0028139775809672566, 0.00844193274290177, -0.014069887904836284, 0.014069887904836284, -0.00844193274290177, 0.0028139775809672566, -0.00040199679728103666];[1.0, 3.3736342292344497, 5.415447631766517, 5.138158286582309, 3.0698550630619943, 1.1433632661039406, 0.24429805419196993, 0.022989377047809796];[0.7422913355297437]
F0077;[0.005578744833560998, -0.03905121383492699, 0.11715364150478096, -0.19525606917463492, 0.19525606917463492, -0.11715364150478096, 0.03905121383492699, -0.005578744833560998];[1.0, 1.2452109837512286, 1.5263091077617763, 0.907454804064197, 0.44117670840146256, 0.12113431259369055, 0.022054409527049918, 0.0016607865853649666];[0.5896387574840254]
F0078;[0.11617717250961328, -0.813240207567293, 2.439720622701879, -4.066201037836465, 4.066201037836465, -2.439720622701879, 0.813240207567293, -0.11617717250961328];[1.0, -2.907580664071969, 4.2492682112070135, -3.726939579400267, 2.0881799683475277, -0.7354862015641719, 0.14972697722891115, -0.01349647941063424];[0.2910446721537824]
F0079;[0.7512848394754937, -5.258993876328456, 15.776981628985368, -26.294969381642282, 26.294969381642282, -15.776981628985368, 5.258993876328456, -0.7512848394754937];[1.0, -6.428609151424688, 17.733252378013393, -27.208058566194648, 25.07546566821948, -13.881132894945177, 4.27351188404006, -0.5644289100257182];[0.040475803932571774]
F0080;[0.0002687422994661282, -0.0018811960962628973, 0.005643588288788692, -0.009405980481314488, 0.009405980481314488, -0.005643588288788692, 0.0018811960962628973, -0.0002687422994661282];[1.0, 3.6146482087588945, 6.089514958073942, 6.013584540812865, 3.715863235397015, 1.4250955860683407, 0.3124329658830456, 0.030083809382238536];[0.7595082233371888]
F0081;[0.02030316659687669, -0.16242533277501353, 0.5684886647125473, -1.1369773294250947, 1.4212216617813684, -1.1369773294250947, 0.5684886647125473, -0.16242533277501353, 0.02030316659687669];[1.0, -1.0550900596901278, 1.5105871165697509, -0.8865551275057542, 0.527971374682286, -0.16676531856828705, 0.04429887123524852, -0.005916235833930887, 0.00042654471504668294];[0.4336512454273318]
F0082;[1.9212048171006864e-14, -1.536963853680549e-13, 5.379373487881922e-13, -1.0758746975763845e-12, 1.3448433719704806e-12, -1.0758746975763845e-12, 5.379373487881922e-13, -1.536963853680549e-13, 1.9212048171006864e-14];[1.0, 7.799728426101261, 26.618099662181404, 51.91300874675001, 63.284102565155536, 49.37781919211107, 24.081731712912124, 6.711871366077913, 0.818493790796104];[0.9875632152945584]
F0083;[0.002053440933444158, -0.016427527467553264, 0.05749634613643642, -0.11499269227287284, 0.14374086534109107, -0.11499269227287284, 0.05749634613643642, -0.016427527467553264, 0.002053440933444158];[1.0, 1.6912796753011923, 2.2177122519793295, 1.6784925576701077, 0.9555820117566265, 0.3570765725749895, 0.09217689497781816, 0.013924018411090849, 0.0009825442053103648];[0.606326543495183]
F0084;[0.01083948256262449, -0.08671586050099592, 0.3035055117534857, -0.6070110235069714, 0.7587637793837143, -0.6070110235069714, 0.3035055117534857, -0.08671586050099592, 0.01083948256262449];[1.0, -0.20073618537693072, 1.077199604112408, -0.15001692707161204, 0.2989946748669122, -0.025724072032871817, 0.021208923282944447, -0.0008473770120513574, 0.00017977227613838665];[0.4873746854038895]
F0085;[0.3192851675968997, -2.5542813407751974, 8.93998469271319, -17.87996938542638, 22.349961731782976, -17.87996938542638, 8.93998469271319, -2.5542813407751974, 0.3192851675968997];[1.0, -5.742600929699845, 14.670292903070626, -21.725269230428346, 20.363763278993325, -12.354701851284153, 4.732761472573465, -1.0456702205050987, 0.10194301825148167];[0.1402986635245057]
F0086;[1.36034968584189e-07, -1.2243147172577009e-06, 4.8972588690308035e-06, -1.1426937361071875e-05, 1.7140406041607813e-05, -1.7140406041607813e-05, 1.1426937361071875e-05, -4.8972588690308035e-06, 1.2243147172577009e-06, -1.36034968584189e-07];[1.0, 6.777394812341362, 20.632211384250574, 36.98935696591516, 43.00044329480328, 33.590221421442, 17.62095907565578, 5.9827277965045855, 1.1924073893338594, 0.1062504979364746];[0.8770860203995331]
F0087;[0.9594998891787608, -8.635499002608848, 34.54199601043539, -80.59799069101591, 120.89698603652387, -120.89698603652387, 80.59799069101591, -34.54199601043539, 8.635499002608848, -0.9594998891787608];[1.0, -8.917314828617403, 35.34193408774995, -81.70863141324338, 121.4408048140261, -120.33020791412737, 79.4873491127117, -33.75517743644068, 8.361883615275145, -0.9206400373340554];[0.0045703378019036345]
F0088;[0.029050235893344205, -0.26145212304009785, 1.0458084921603914, -2.4402198150409133, 3.66032972256137, -3.66032972256137, 2.4402198150409133, -1.0458084921603914, 0.26145212304009785, -0.029050235893344205];[1.0, -2.457244118262975, 3.70804426140746, -3.563964739914632, 2.4445857909808804, -1.1852634810403861, 0.40694963623146446, -0.0937025711962701, 0.013122543723231095, -0.0008436346349254133];[0.36288166455852844]
F0089;[0.004039668082145589, -0.0363570127393103, 0.1454280509572412, -0.33933211890022946, 0.5089981783503442, -0.5089981783503442, 0.33933211890022946, -0.1454280509572412, 0.0363570127393103, -0.004039668082145589];[1.0, 0.30996688262045086, 1.2407660899092425, 0.27575314111819915, 0.43340808672849274, 0.06365995127715168, 0.04626129629340489, 0.0037856385357131488, 0.0010673237073692914, 2.7125028454427344e-05];[0.5173065780443091]
F0090;[0.7541224711898344, -6.78710224070851, 27.14840896283404, -63.34628757994609, 95.01943136991915, -95.01943136991915, 63.34628757994609, -27.14840896283404, 6.78710224070851, -0.7541224711898344];[1.0, -8.435912480749261, 31.645457972366277, -69.28389345399923, 97.56356675290472, -91.63623206017034, 57.40722461772526, -23.130613927809833, 5.439103281916607, -0.5687007015534621];[0.031180377107118296]
F0091;[0.34782977200008264, 0.0, -0.34782977200008264];[1.0, -1.1740923432031063, 0.3043404559998346];[0.0519085689667097, 0.36382938466829895]
F0092;[0.08942642118613386, 0.0, -0.08942642118613386];[1.0, 0.25869388789440223, 0.8211471576277322];[0.5139897373048096, 0.576311607247196]
F0093;[0.1898093931114337, 0.0, -0.1898093931114337];[1.0, -0.32312783020161806, 0.6203812137771327];[0.3645509424290637, 0.5110544166531067]
F0094;[0.8164746215433248, 0.0, -0.8164746215433248];[1.0, -0.18200995048143143, -0.6329492430866496];[0.035695261386410326, 0.8949367517286394]
F0095;[0.5381653832624814, 0.0, -0.5381653832624814];[1.0, 0.004263274982546472, -0.07633076652496291];[0.22670697788257022, 0.7752066064768705]
F0096;[0.06536806901463345, 0.0, -0.1307361380292669, 0.0, 0.06536806901463345];[1.0, 0.8892374906006657, 1.3623960090065164, 0.5623250767554578, 0.4195029734972267];[0.4883133328300854, 0.6846102604890707]
F0097;[0.030428136827176898, 0.0, -0.060856273654353796, 0.0, 0.030428136827176898];[1.0, -2.8737677563792023, 3.5460620539095506, -2.1593809455632496, 0.5712425396003329];[0.13269173313164484, 0.2588034207848061]
F0098;[0.0018320403017977745, 0.0, -0.003664080603595549, 0.0, 0.0018320403017977745];[1.0, -0.02046496120908801, 1.8754328807639382, -0.019225615585218438, 0.8826562423132085];[0.4842735413548168, 0.5123678333230663]
F0099;[0.006883836419477039, 0.0, -0.013767672838954078, 0.0, 0.006883836419477039];[1.0, -3.063698179407411, 4.106631283283091, -2.703596671965282, 0.7795004268560474];[0.16958321065942938, 0.2256522284776773]
F0100;[0.12705923858473162, 0.0, -0.25411847716946323, 0.0, 0.12705923858473162];[1.0, 1.1793911112550663, 1.1415604604196437, 0.5650225984005779, 0.27846602458251557];[0.47735633403684385, 0.7715422519683656]
F0101;[3.132461025542541e-05, 0.0, -9.397383076627624e-05, 0.0, 9.397383076627624e-05, 0.0, -3.132461025542541e-05];[1.0, 4.334358867672179, 9.134893891239187, 11.318439560807079, 8.750963689665681, 3.9776638071594332, 0.8791443030919885];[0.753912092610936, 0.7744086956603837]
